Portal,Id,DateScraped,ArticleId,DateCreated,IpAddress,UserName,CommentText,InResponseToCommentId,Upvotes,DownVotes
Delfi,81576442,30/03/2014 12:16:36,64399100,29/03/2014 09:03:00,78.63.203.66,prisibegiojo gaidziai,o didziausia kancia niekuo detu zmoniu artimiesiems.,81576250,28,2
Delfi,81576450,30/03/2014 12:16:12,64399114,29/03/2014 09:03:00,77.221.76.8,klausimas,o kada Lietuva &quot;atsiėmė&quot; Klaipėdos kraštą irgi tai buvo ne teisėta?,0,26,45
Delfi,81576454,30/03/2014 12:16:26,64399102,29/03/2014 09:03:00,109.43.2.10,tomas,"Ne nu bespredelas juodas. Net nebejuokinga. Taigi ten sutves neaiskiu tipeliu, teroristu grupuociu, galvazudziu bandiugu kurie net rasyt skaityt nemoka. Suvezti is ivairiu pasaulio kampeliu ginkluojami vakaru, zydu ir t.t. tai slapias skuduras per veida is obamos. Tai dar vienas faktas kad vakarai destabilizuoja padeti rytuose. Rusai nepritare tam, tai sia tau ukraina destabilizavo, rusas dabar uzimtas, tai sia sirijos teroristams ginklu. Kaip musu klapciukai tyli kai tokias nesamones isdarineja JAV. kur cia visi tautos didvyriai kurie labai su obama isvien? Miegat gal? Paxmielas? Gal i sirija bilietus nusipirkit ar prie seimo su sirijos raisteliais ant ranku ir veliavom padainuokit. Salis sugriauta visiskai, suniokoto! O su kieno pagalba tai padaryta!",0,56,5
Delfi,81576460,30/03/2014 12:16:12,64399114,29/03/2014 09:03:00,46.251.48.23,a?,"Tai Obama dabar pas arabus sedi ir derasi, kad anie koki $20 sumazintu naftos kaina , ir del ko burlioku ekonomika nugarmetu tiesiai i dugna tai putkinas ir skambina pilnom kelnem atsiprasyti",0,243,105
Delfi,81576462,30/03/2014 12:16:12,64399114,29/03/2014 09:04:00,87.247.73.208,arnas,va dabar tiksliai isitikinau-PUTINUI SHIZOFRENIJA,0,104,74
Delfi,81576468,30/03/2014 12:16:36,64399100,29/03/2014 09:04:00,78.62.97.229,as,"80-90 ?
Ir gale sėdintys negali išlipti ? Kažkokia nesamonė.
Kad gale neišliptų, mašina turi važiuot 140-160.",81576250,7,21
Delfi,81576474,30/03/2014 12:16:26,64399102,29/03/2014 09:05:00,78.56.229.126,trumpai,"VALIO oficialus leidimas ir skatinimas karui- zudymams,tik idomu ar pats Obama nenukentes nuo tos ginkluotes",0,53,6
Delfi,81576480,30/03/2014 12:16:36,64399100,29/03/2014 09:05:00,213.226.131.133,diedas už vairo mirtis liepsnose,"Žudikai prie vairo, saugokitės kas galit kelių gaidžių.",0,25,3
Delfi,81576490,30/03/2014 12:16:12,64399114,29/03/2014 09:05:00,78.61.33.77,Klaipeda,"Ne is jusu atsieme,netriesk cia miltais :):)",81576450,207,52
Delfi,81576498,30/03/2014 12:16:36,64399100,29/03/2014 09:05:00,82.145.221.199,Kazkam,"Kazkam jau baigesi gyvenimo kancia,
O man dar teks ilgai kenteti,
Kaip sunku paprastam zmogeliui cia,
Jau mirusiems pradejau pavydeti...",0,14,25
Delfi,81576502,30/03/2014 12:16:12,64399114,29/03/2014 09:06:00,78.63.223.211,:)),bbc.co.uk/russian/international/2014/0 3/140328obamaputincallukraine.shtml,0,6,1
Delfi,81576508,30/03/2014 12:16:12,64399114,29/03/2014 09:06:00,80.200.5.188,vitas,Krymas jau rusu ir apie tai vakaruose bandoma pamirsti. Stai ir vakaru vertybes....,0,56,40
Delfi,81576516,30/03/2014 12:16:12,64399114,29/03/2014 09:06:00,78.158.10.14,kitokius sprendimus,kokius gi sprendimus pasiūlė putinas ? Taip ir nesupratau iš straipsnelio .,0,276,12
Delfi,81576528,30/03/2014 12:16:36,64399100,29/03/2014 09:07:00,83.181.142.152,mhm,vienas taxi vairuotoju kogero,0,0,7
Delfi,81576530,30/03/2014 12:16:36,64399100,29/03/2014 09:07:00,188.69.198.93,neisku...,audi a6 gyvi isliko o kitame kas zuvo kiek metu kokios lyties kas toks neisimiegojes parase? jo zutis baisu ypac artimiesiems iseini ir nezinai ar begrysi gyvas.Giltines nesnaudzia. Turbut ir anups reikia planu ivykdyti pasiglemsti auku. Viska daro grietis kaip laksto piemburniai...visi turim vaikus o ka jie isdarineje uz musu.,0,12,5
Delfi,81576554,30/03/2014 12:16:36,64399100,29/03/2014 09:08:00,83.181.142.152,mhm,jaunas audi vairuotojas?,0,1,2
Delfi,81576558,30/03/2014 12:16:12,64399114,29/03/2014 09:08:00,178.19.29.8,haha,dejo Putinas ant to jankio :)),0,34,41
Delfi,81576572,30/03/2014 12:16:12,64399114,29/03/2014 09:08:00,78.60.163.184,assa,"Mus tyliai nekencia Europoje,nes per arsiai laizom seimininkui subine ))",0,40,28
Delfi,81576574,30/03/2014 12:16:36,64399100,29/03/2014 09:08:00,91.187.191.11,to as,"o tu pabandyk,sužinosi...netiki jis,k urva klounas,faktas tas ,kad negali išlipti,o jis netiki,b let kas tau yra,daunizmas ar lėtinė sklerozė",0,1,16
Delfi,81576610,30/03/2014 12:17:05,64394892,29/03/2014 09:10:00,77.90.72.23,Aš ne prieš,"Bet man atrodo, kad šitas žmogus su neatskiriama peteliške po kaklu sėdi nesavo vietoje, , geriau tiktų kultūros ministru, kažkaip jo šis įvaizdis atrodo juokingai",0,19,0
Delfi,81576614,30/03/2014 12:16:12,64399114,29/03/2014 09:10:00,82.25.185.48,lojikams,Putinas tikras Rusijos Prezidentas ... negrazu loti ant kitos valstybes,0,32,33
Delfi,81576620,30/03/2014 12:16:12,64399114,29/03/2014 09:10:00,78.60.194.87,ghi,"Alio obama ja tut podpisal ukaz, o tom chto dlia menia nikto neukaz, ja poniatno virozajus?",0,20,11
Delfi,81576638,30/03/2014 12:16:12,64399114,29/03/2014 09:11:00,78.61.8.96,"Putinas suprato kad dabar savi zmones ji puls del blogos ekonomikos ir dingo ""kietumas""",Aklai palaikantiems rusija: jums gerai kada turit rusu gamybos kompus ir rusiska paieskos sistema Putynka. Lietuviai to neturi :)),0,127,58
Delfi,81576650,30/03/2014 12:16:12,64399114,29/03/2014 09:11:00,78.62.212.66,"Tai kodėl jūs vis laižote...:) Tiesiog, siaubingai iškrypę kremlinukai esate...",Ar ne?,81576572,56,23
Delfi,81576656,30/03/2014 12:16:12,64399114,29/03/2014 09:11:00,78.56.218.86,:),jis tikrai kitam pasauli givena.ispradziu atima krima o paskui skambina kaip nekuo nebuve siulo diplomatini sprendima...blin juokinga,0,74,33
Delfi,81576664,30/03/2014 12:16:36,64399100,29/03/2014 09:12:00,46.251.49.103,Nuva,KA sakiau ta ir patvirtino :),81575960,6,0
Delfi,81576666,30/03/2014 12:16:12,64399114,29/03/2014 09:12:00,88.222.12.24,Reugt,"Shikau ir tapsnojau ash ant Putkos, visi kas palaiko Putka, kartu su Sygalu ir Departje gali eit giliai n.x =]",0,20,26
Delfi,81576668,30/03/2014 12:16:12,64399114,29/03/2014 09:12:00,78.60.163.155,paklausk čečėnų moterų,"ir giminių tų, kurių namus susprogdino maskvoje",81576614,17,13
Delfi,81576670,30/03/2014 12:16:36,64399100,29/03/2014 09:12:00,78.62.97.229,as,"Labas ! :)
Taves gay. lt forumuose ieško, užsuk, ką ?",81576574,4,4
Delfi,81576676,30/03/2014 12:16:12,64399114,29/03/2014 09:12:00,88.223.25.90,putinoidai,"perduokit putleriui, kad brėžnėvas jo laukia :)
į google: bausmė putinui
:)",0,22,16
Delfi,81576682,30/03/2014 12:16:12,64399114,29/03/2014 09:12:00,54.236.252.154,Lietuvis,"Perskaiciau straipsni labai informatyvu suzinojau kad putinas paskambino Obamai. Kam skirtos kitos eilutes ? Primename, kaip jau buvo mineta anksciau, nepraleido progos priminti isreiske susirupinima :DKonkretus delfi s malimas jiem turbut uz eilutes moka.",0,10,6
Delfi,81576684,30/03/2014 12:16:36,64399100,29/03/2014 09:12:00,78.58.51.96,taip,"Koks mąstymas,toks ir vairavimo stilius.",81576398,21,1
Delfi,81576686,30/03/2014 12:16:12,64399114,29/03/2014 09:12:00,78.62.212.66,O kaip reikės nuimti?,"Jis per mažas tokiems reikalams, a ne?",81576558,18,11
Delfi,81576688,30/03/2014 12:16:36,64399100,29/03/2014 09:13:00,86.38.157.210,.taskas,BMW neipirko... Didele paklausa...,81576424,21,0
Delfi,81576690,30/03/2014 12:16:13,64399114,29/03/2014 09:13:00,78.61.113.97,kažin,"ar žmonės rūpi-juk Ukrainos protestuojantį jaunimą gobšūs žudė, ar dujas parduoti?",0,1,0
Delfi,81576692,30/03/2014 12:16:36,64399100,29/03/2014 09:13:00,5.20.221.97,Bambalis alaus,tokius daunus reikia sodinti i kaliuze ilgam laikui,0,26,1
Delfi,81576694,30/03/2014 12:17:05,64394892,29/03/2014 09:13:00,78.61.98.83,KA ministras Olekas yra tikra šalies nelaimė tokiu metu,"Negi niekas nemato ir negi nieko negalima pakeisti?
Negi dabar dėl superstos Oleko personos ir socialdemokratų bijojimo prisipažinti, kad ministro poste visiškai netinkamas žmogus, mes turime netekti savo šalies? Atsibuskite, išgamos!",0,24,0
Delfi,81576702,30/03/2014 12:16:13,64399114,29/03/2014 09:13:00,82.145.220.29,nu va,"jau putinas po biški nardit pradeda, pamate kad šudas gausis pyktis su visais.. šeip ar taip, jau didelis žynksnis taikos link..",0,16,15
Delfi,81576706,30/03/2014 12:16:13,64399114,29/03/2014 09:13:00,88.216.25.216,Putino strategija aukšto lygio,"nebūtų jis KGBistas. Jo kariuomenės perdislokavimas palei Ukrainos sieną neleidžia Jeseniukui net pagalvot apie kažkokius veiksmus Kryme, nes jo dėmesys sutelktas savo šalies ( likusios ) saugumui. Taip bus išvengta nereikalingų žūčių Kryme.",0,12,12
Delfi,81576710,30/03/2014 12:16:36,64399100,29/03/2014 09:13:00,84.15.178.103,liudna,"Bet pavyzdys akivaizdus susidure prancuziskas s... su vokieciu... gaila, kad taip neteisingai viskas baigesi...",0,10,4
Delfi,81576726,30/03/2014 12:16:13,64399114,29/03/2014 09:14:00,212.52.54.6,Va tep,"Pagarba Putinui. Protingas, riztingas Tautos gerbiamasPrezidentas. Reitingai 90 procentu. Tai kad reikia tyleti ir nesikisti, kol ne trenke per snapa.",0,29,28
Delfi,81576728,30/03/2014 12:16:13,64399114,29/03/2014 09:14:00,54.236.254.86,darius,jokia cia ne aneksija ne agresija krymo zmones nusprende ir rusija atsieme savo žeme,0,21,22
Delfi,81576732,30/03/2014 12:16:13,64399114,29/03/2014 09:14:00,78.63.64.54,Jau vakar Alfa rase,",kad Putinas skambino. Tai jau siek tiek gerai. Is blogiausio -geriausias varianta. Bet reikia kazka,nors kazka kalbeti ir ,,nemetyti ''rageli. Turbut Amerika kazka kalbejo,nes nejauku darosi..Labai realu,kad puls. Paskui Rusija sakys,va,as bandziau kalbeti-jie nenorejo..",0,10,7
Delfi,81576740,30/03/2014 12:16:13,64399114,29/03/2014 09:15:00,78.61.33.77,Klaipeda,"Idomu kaip dabar pasiekgs Putinas. Ar nugales sveikas protas,ar nesveikos Putino ambicijos ?",0,12,10
Delfi,81576742,30/03/2014 12:16:26,64399102,29/03/2014 09:15:00,82.145.211.142,jankiai grybai,"neleido jiems anais metais to padaryt, dabar pri#iko Rusijai prie sienos ir aceit gales daryt ka nori. tada viena Rusija stojo juos sustabdyt, o dabar sakys tipo &quot;patys ne geresni&quot; ir toliau sieks nuversti ramia diktatura Sirijoje, su savo tik mirti, daugiau nieko nenesancia demokratija...",0,44,7
Delfi,81576746,30/03/2014 12:16:13,64399114,29/03/2014 09:15:00,109.154.34.4,Man patinka,"Putinas ir nepatinka Grybauskaite,na ir ka?",0,26,25
Delfi,81576752,30/03/2014 12:16:36,64399100,29/03/2014 09:15:00,89.117.13.18,Aras,"Padare girtas avarija, zuvo smugus - susaudyti toky kaltinika",0,33,1
Delfi,81576754,30/03/2014 12:17:05,64394892,29/03/2014 09:15:00,82.25.185.48,USA tik sneka,Pezalai kad saugiau tas pats kaip su kombodzos armija bet va jai siaures Korea mus saugotu,0,3,2
Delfi,81576762,30/03/2014 12:16:36,64399100,29/03/2014 09:15:00,84.240.41.36,xxx,"gaus 8 metus, kaip ir tas gaidys kur kaune mama su dukra uzmuse, atsedes ir iseis. vat toks ir teisingumas....",0,60,0
Delfi,81576768,30/03/2014 12:16:36,64399100,29/03/2014 09:15:00,78.57.199.153,2 albertas,"o jei, pvz, tu butu to auto bagazinej ir tave veztu prie ezero paskandinti. sauktum pro rakto skylute : - nesivyki! numeri juk matot!",0,511,16
Delfi,81576782,30/03/2014 12:16:36,64399100,29/03/2014 09:16:00,78.56.114.83,r,"Ar būtų jį persekioja toliau, ar ne jis visteik būtų lėkęs, nes suveikė paprasta psichologija, bėgti nes stabdė. Todėl nereikia visko nurašyti ant policininkų. O tokiekms gražinti mirties bausmę.",81576708,313,14
Delfi,81576786,30/03/2014 12:16:36,64399100,29/03/2014 09:16:00,78.62.43.40,tiesiog,Utilizuot gaidį vietoj ir be teismo,0,629,11
Delfi,81576788,30/03/2014 12:16:13,64399114,29/03/2014 09:16:00,78.57.166.252,As myliu Lietuva,Ar pasauliui nieko nereiskia paciu Krymo gyventoju noras ? Zmones gi dziaugiasi kad tapo Rusijos dalimi. Tai apie kokia aneksija sapaliojate ?,0,14,20
Delfi,81576798,30/03/2014 12:16:36,64399100,29/03/2014 09:16:00,78.62.174.240,nuomone albertui,alberto nuomone durna,0,14,4
Delfi,81576800,30/03/2014 12:17:05,64394892,29/03/2014 09:16:00,78.61.98.83,"Pakeiskite ministrą taikiai ir greitai, nelaukite paties blogiausio, kai paliks nebesvarbu","Gal Olekas tiktų vadovauti Sveikatos apsaugos ministerijai? Jeigu tiktų, aš nežinau jo kompetencijų. Ir jeigu jau taip jam būtinas ministro portfelis. Gal specialiai jam būtų galima įsteigti kokią nors nedidelę ministeriją? Tai būtų nepalyginamai mažesnė bėda ir nuostolis negu netekti savo valstybės.",0,21,0
Delfi,81576802,30/03/2014 12:16:36,64399100,29/03/2014 09:16:00,84.240.41.36,xxx,neturiu zodziu tavo kvailumui apsakyt.....,81576708,550,35
Delfi,81576806,30/03/2014 12:16:13,64399114,29/03/2014 09:16:00,78.61.180.179,kremlin propagandist detected,"Putinas pats sukėlė tą šaršalą Ukrainoje ir Kryme pats pasiūlė kaip išspręsti tą šaršalą, juokdarys.",0,16,10
Delfi,81576808,30/03/2014 12:16:13,64399114,29/03/2014 09:16:00,78.61.113.97,žinom,jie tai vadina politika-nepaleisti savo valdžios.,0,3,1
Delfi,81576810,30/03/2014 12:16:36,64399100,29/03/2014 09:16:00,78.62.221.27,Vy,"Kol neįves griežtesnių priemonių , to tokių nelaimių nemažės. Jau n kartų buvo viešai skelbta apie avarijas, kurias sukelia jauni nusikaltėliai (taip vadinu, nes tiesiogine prasme jie yra tokie, be jokio atsakomybės jausmo) ir per tokius menkystas nukenčia visiškai nekalti žmonės. Nei piniginė bauda , nei ilgi metai kalėjime nukentėjusių šeimoms neatstos artimo žmogaus netekties. Užuojata artymiesiams, ir atsakingom institucijoms linkėčiau pradėti imti priemonių, nes tuoj ir 2 mln. žmonių lietuvėlėje neliks.",0,63,3
Delfi,81576812,30/03/2014 12:16:36,64399100,29/03/2014 09:16:00,78.62.239.178,tikras,kosmaras !,0,10,0
Delfi,81576820,30/03/2014 12:16:36,64399100,29/03/2014 09:17:00,78.62.32.185,vvv,"Mano nuomone, tau arba 15 metų, arba tu sergi sunkia protine liga. Mašina galėjo būti ir vogta, o vairuotojas galėjo užmušti ir daugiau žmonių. Žodžiu, sveik, žmogeli.",81576708,73,4
Delfi,81576826,30/03/2014 12:16:13,64399114,29/03/2014 09:17:00,78.62.212.66,Visiems subinių razbaininkams Putinas patinka...:),"Ar ne, išdykėli?",81576746,10,4
Delfi,81576830,30/03/2014 12:16:36,64399100,29/03/2014 09:17:00,90.130.147.89,kaip visada,"Audi&quot; vairuotojas jau seniai žinomas policijai - ne kartą baustas administracine tvarka už Kelių eismo taisyklių ir kt. pažeidimus.

visi viska mato, zino, bet nieko nedaro. nedar, kol ka nors uzmusa. tada jau visi puola &quot;dirbti&quot;.",0,187,15
Delfi,81576832,30/03/2014 12:16:36,64399100,29/03/2014 09:17:00,94.244.100.150,Ponulis M,"3 Zmoniu zmogzudyste, sita idijota uzdarys ilgam",0,25,3
Delfi,81576834,30/03/2014 12:16:13,64399114,29/03/2014 09:17:00,193.219.128.185,Kęstas,koks dvejetukininkas rašo straipsnį.. klaidų nerealiai,0,8,0
Delfi,81576842,30/03/2014 12:16:13,64399114,29/03/2014 09:17:00,193.219.128.12,fg,"V. Putinas paskambino kaip tik tą dieną, kai B. Obama viešai buvo pareiškęs, jog Rusija galėtų sušvelninti įtamoą dėl Ukrainos, jeigu atitrauktų pajėgas ir pradėtų tiesiogiai kalbėtis su naująja Ukrainos Vyriausybe, vadovaujama Arsenijaus Jaceniuko.

Klaidu dar daugiau padarykit Delfi'istai",0,6,0
